timestamp,rx_bytes,tx_bytes,rx_dropped,tx_dropped,rx_errors,tx_errors,mbps,drop_delta,error_delta
2026-05-14T15:16:45,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:16:47,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:16:49,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:16:51,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:16:53,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:16:55,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:16:57,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:16:59,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:02,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:04,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:06,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:08,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:10,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:12,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:15,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:17,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:19,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:21,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:23,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:25,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:27,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:29,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:31,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:33,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:36,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:38,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:40,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:42,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:44,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:46,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:48,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:50,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:52,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:55,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:57,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:17:59,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:18:01,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:18:03,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:18:05,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:18:07,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:18:09,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:18:11,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:18:14,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:18:16,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:18:18,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:18:20,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:18:22,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:18:24,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:18:26,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:18:28,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:18:31,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:18:33,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:18:35,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:18:37,7258,13774,0,0,0,0,0.0,0,0
2026-05-14T15:18:39,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:18:41,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:18:43,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:18:45,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:18:48,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:18:50,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:18:52,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:18:54,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:18:57,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:18:59,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:19:01,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:19:05,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:19:08,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:19:10,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:19:12,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:19:14,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:19:17,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:19:19,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:19:21,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:19:23,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:19:25,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:19:28,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:19:30,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:19:32,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:19:34,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:19:36,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:19:39,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:19:41,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:19:43,7258,13844,0,0,0,0,0.0,0,0
2026-05-14T15:19:45,7328,13914,0,0,0,0,0.0,0,0
2026-05-14T15:19:47,7328,13914,0,0,0,0,0.0,0,0
2026-05-14T15:19:50,7328,13914,0,0,0,0,0.0,0,0
2026-05-14T15:19:52,7328,13914,0,0,0,0,0.0,0,0
2026-05-14T15:19:54,7328,13914,0,0,0,0,0.0,0,0
2026-05-14T15:19:56,7328,13914,0,0,0,0,0.0,0,0
2026-05-14T15:19:58,7328,13914,0,0,0,0,0.0,0,0
2026-05-14T15:20:01,7328,13914,0,0,0,0,0.0,0,0
2026-05-14T15:20:03,7328,13914,0,0,0,0,0.0,0,0
2026-05-14T15:20:05,7328,13914,0,0,0,0,0.0,0,0
2026-05-14T15:20:07,7328,13914,0,0,0,0,0.0,0,0
2026-05-14T15:20:09,7328,13914,0,0,0,0,0.0,0,0
2026-05-14T15:20:12,7328,13914,0,0,0,0,0.0,0,0
2026-05-14T15:20:14,7328,13914,0,0,0,0,0.0,0,0
2026-05-14T15:20:16,7398,13984,0,0,0,0,0.0,0,0
2026-05-14T15:20:18,7398,13984,0,0,0,0,0.0,0,0
2026-05-14T15:20:20,7398,13984,0,0,0,0,0.0,0,0
2026-05-14T15:20:23,7398,13984,0,0,0,0,0.0,0,0
2026-05-14T15:20:25,7398,13984,0,0,0,0,0.0,0,0
2026-05-14T15:20:28,7398,13984,0,0,0,0,0.0,0,0
2026-05-14T15:20:30,7398,13984,0,0,0,0,0.0,0,0
2026-05-14T15:20:32,7398,13984,0,0,0,0,0.0,0,0
2026-05-14T15:20:34,7398,13984,0,0,0,0,0.0,0,0
2026-05-14T15:20:36,7398,13984,0,0,0,0,0.0,0,0
2026-05-14T15:20:39,7398,13984,0,0,0,0,0.0,0,0
2026-05-14T15:20:41,7398,13984,0,0,0,0,0.0,0,0
2026-05-14T15:20:43,7398,13984,0,0,0,0,0.0,0,0
2026-05-14T15:20:46,7398,13984,0,0,0,0,0.0,0,0
2026-05-14T15:20:48,7398,13984,0,0,0,0,0.0,0,0
2026-05-14T15:20:50,7398,13984,0,0,0,0,0.0,0,0
2026-05-14T15:20:53,7398,13984,0,0,0,0,0.0,0,0
2026-05-14T15:20:55,7398,13984,0,0,0,0,0.0,0,0
